sh050m,sh100m,sh500m,MedianIncome,MigraRate,BirthRate,DeathRate,BachelorRate,UnemploymentRate,DEM,GOP
0.24,0.44,0.77,47996.0,-10.2,9.7,12.5,26.4,2.3,127,880
0.35,0.49,0.72,44863.0,10.4,8.5,12.6,21.0,5.0,549,2017
0.3,0.35,0.68,43592.0,30.3,10.4,19.9,20.9,3.4,100,555
0.26,0.4,0.64,44851.0,19.4,9.4,10.5,27.1,4.8,6166,14673
0.36,0.41,0.67,65277.0,-49.8,14.6,7.5,19.0,5.0,669,3885
0.46,0.52,0.77,40129.0,-27.5,21.6,11.4,17.1,5.3,1504,1722
0.29,0.56,0.79,53946.0,-18.7,16.9,9.9,18.0,5.5,969,2211
0.24,0.41,0.65,38486.0,18.0,9.9,13.2,17.1,7.7,1211,4268
0.35,0.41,0.67,49112.0,-14.6,12.1,14.8,23.6,3.3,476,1237
0.47,0.6,0.79,45231.0,1.4,11.5,12.2,26.4,4.3,8545,6252
0.23,0.49,0.7,59905.0,-3.2,8.2,10.8,25.3,4.0,904,3630
0.28,0.44,0.66,49666.0,1.1,9.7,12.2,25.5,3.1,398,1580
0.28,0.51,0.75,46185.0,-9.4,13.4,11.6,24.4,3.6,803,2152
0.28,0.42,0.68,42689.0,-26.3,12.0,11.0,14.5,3.5,399,1495
0.17,0.42,0.73,50770.0,-2.9,17.6,20.5,23.5,4.2,59,350
0.33,0.43,0.74,47028.0,-12.4,12.0,10.7,20.9,3.4,886,2697
0.24,0.5,0.7,37360.0,8.5,11.8,11.8,19.8,5.0,179,698
0.31,0.4,0.73,47908.0,-19.9,11.4,19.9,20.8,3.9,55,460
0.43,0.48,0.72,57351.0,5.9,12.6,9.8,31.0,3.6,21117,38675
0.49,0.62,0.85,48010.0,0.7,12.9,10.5,24.9,3.1,3272,9205
0.51,0.59,0.88,48799.0,-10.3,12.9,13.5,19.1,2.6,381,2717
0.27,0.42,0.84,44511.0,32.7,8.7,13.1,27.9,5.7,16,237
0.37,0.47,0.76,51049.0,1.4,11.2,4.2,20.7,3.4,18,355
0.24,0.46,0.84,48974.0,-29.6,21.1,4.2,22.7,4.5,30,273
0.49,0.69,0.89,52844.0,5.1,12.0,13.2,20.6,2.6,414,2299
0.48,0.51,0.8,56537.0,-15.6,14.5,11.5,18.2,3.6,953,3550
0.4,0.52,0.88,41461.0,-6.0,10.6,17.1,18.2,3.0,128,978
0.33,0.45,0.85,44709.0,-1.0,10.1,10.1,19.8,3.6,153,1380
0.46,0.53,0.86,57036.0,4.8,14.5,7.0,34.7,2.5,4690,14424
0.57,0.72,0.87,51054.0,5.0,10.7,15.8,18.1,3.7,928,2360
0.59,0.75,0.88,55285.0,-4.0,10.5,13.8,19.9,3.2,690,3068
0.63,0.68,0.84,63707.0,6.7,10.9,9.1,27.4,3.4,3461,8388
0.45,0.61,0.89,53864.0,8.5,12.4,11.3,19.4,2.5,572,3533
0.39,0.48,0.84,51695.0,-13.0,13.2,12.2,20.8,2.1,171,1621
0.31,0.39,0.82,48933.0,-1.5,13.1,10.5,21.2,2.2,317,2623
0.36,0.45,0.76,52565.0,-12.3,13.1,9.9,26.2,2.8,702,3610
0.48,0.65,0.85,51712.0,-27.0,13.4,11.4,18.4,3.1,470,2373
0.5,0.69,0.83,50901.0,-10.0,18.8,7.9,14.5,2.8,857,2171
0.52,0.74,0.88,56419.0,-16.2,12.3,9.5,23.2,2.9,712,3095
0.35,0.55,0.85,47199.0,-1.4,12.7,11.6,20.9,2.3,635,4616
0.6,0.68,0.81,53332.0,-22.1,17.5,8.4,12.5,4.1,2904,4028
0.28,0.36,0.77,44496.0,-5.0,10.6,11.0,37.0,2.9,785,2559
0.48,0.57,0.82,51688.0,-14.6,17.1,8.3,15.6,2.9,2116,5935
0.34,0.42,0.8,48546.0,-21.7,9.5,13.8,15.8,2.6,120,809
0.52,0.66,0.86,52436.0,-7.0,13.0,10.8,20.5,3.3,556,2041
0.56,0.68,0.84,51704.0,0.7,14.0,12.1,18.6,3.1,4451,9736
0.6,0.63,0.8,59226.0,2.8,15.9,7.2,38.9,3.3,105207,102151
0.38,0.49,0.84,43459.0,16.7,12.3,8.4,19.4,2.2,89,823
0.43,0.72,0.87,53037.0,15.2,12.0,14.9,19.9,2.7,610,2100
0.51,0.6,0.87,45456.0,9.4,9.4,13.1,16.6,3.0,250,1345
0.35,0.47,0.86,55089.0,3.0,9.5,6.8,20.0,2.8,161,1106
0.41,0.57,0.87,44219.0,-12.7,11.3,12.7,18.9,2.8,304,1915
0.62,0.72,0.87,44166.0,-2.4,10.9,12.9,20.2,3.3,2930,6333
0.27,0.4,0.74,38701.0,-1.6,9.4,13.6,24.9,3.3,153,869
0.34,0.58,0.88,44016.0,-1.5,7.5,16.5,22.2,2.5,121,819
0.46,0.54,0.85,55373.0,0.0,10.9,10.9,26.4,2.6,165,792
0.17,0.38,0.82,55830.0,15.3,15.3,1.5,25.2,2.2,20,367
0.46,0.64,0.9,45429.0,-13.2,11.6,12.0,17.4,3.1,210,911
0.53,0.64,0.83,52315.0,-1.9,15.9,8.7,20.9,3.7,6142,14139
0.47,0.66,0.87,63996.0,-1.7,11.4,7.8,26.0,2.8,873,3763
0.46,0.57,0.85,45626.0,4.4,11.0,12.2,21.4,2.5,219,1302
0.42,0.5,0.85,46401.0,-39.9,17.7,4.4,18.1,2.4,30,471
0.42,0.5,0.83,43502.0,-15.4,10.9,13.7,18.6,3.6,158,1216
0.39,0.52,0.88,54055.0,-6.1,13.7,11.2,21.2,2.5,522,4275
0.25,0.43,0.85,47526.0,-21.5,10.0,34.4,23.9,3.6,40,355
0.57,0.71,0.89,54803.0,2.7,13.1,11.7,20.5,3.3,544,2284
0.58,0.68,0.86,47750.0,-3.1,11.8,15.2,15.3,2.4,831,2387
0.58,0.69,0.85,47592.0,-0.6,8.8,13.0,16.0,3.2,560,1348
0.5,0.58,0.86,66321.0,0.6,13.1,13.3,22.7,2.4,550,2519
0.39,0.44,0.81,46431.0,-2.0,10.8,13.8,20.7,2.9,560,3203
0.31,0.43,0.85,47282.0,-7.6,8.8,7.6,22.9,2.1,39,458
0.42,0.5,0.76,45091.0,-9.5,12.2,13.8,18.2,4.1,227,1317
0.43,0.6,0.87,46647.0,2.9,11.0,12.0,21.7,3.1,715,3181
0.57,0.63,0.82,58873.0,7.7,13.1,6.8,38.8,2.8,60533,60456
0.45,0.54,0.83,57445.0,-2.4,12.1,10.1,22.1,3.1,2878,11992
0.38,0.5,0.83,50979.0,-2.5,11.4,11.4,19.7,2.7,32,400
0.35,0.55,0.87,47918.0,14.7,9.8,9.8,23.2,3.3,48,323
0.41,0.49,0.88,49265.0,34.3,10.1,14.1,24.9,2.4,14,257
0.46,0.7,0.85,49625.0,-4.7,15.4,10.3,22.4,2.7,2663,10518
0.48,0.72,0.87,52112.0,1.8,11.8,9.3,17.4,3.6,601,2914
0.45,0.5,0.79,44398.0,-9.4,11.0,13.9,18.1,3.2,282,1788
0.52,0.76,0.89,47579.0,-1.7,12.1,13.7,19.8,2.7,280,1257
0.36,0.63,0.81,49242.0,-2.1,9.9,12.3,28.1,3.6,765,2068
0.45,0.64,0.87,41840.0,-8.6,10.5,15.2,19.1,2.9,348,1709
0.64,0.7,0.85,55030.0,3.6,13.2,10.4,21.8,3.4,2017,4833
0.46,0.71,0.87,42389.0,3.7,13.4,14.1,17.5,2.2,279,970
0.43,0.48,0.85,59732.0,-17.5,14.1,9.6,25.8,2.1,160,1202
0.53,0.61,0.87,57432.0,-2.4,11.8,12.4,25.9,2.5,571,3832
0.53,0.61,0.89,55586.0,-11.7,13.4,8.5,22.3,2.6,382,3052
0.51,0.74,0.85,59288.0,-1.9,15.0,8.8,22.2,3.5,2612,10864
0.45,0.72,0.87,53881.0,4.0,10.6,10.0,21.1,2.6,411,2019
0.42,0.53,0.85,48783.0,-9.2,11.8,13.2,18.8,2.8,638,4212
0.54,0.74,0.88,45256.0,1.2,9.7,13.7,18.2,3.2,798,2684
0.38,0.46,0.87,48802.0,-2.8,14.2,20.6,20.9,2.6,70,687
0.54,0.67,0.84,51222.0,-0.8,13.4,11.0,14.3,3.1,1630,2849
0.56,0.59,0.75,74374.0,9.2,14.2,5.0,40.1,2.9,27704,44649
0.63,0.71,0.86,66330.0,0.7,12.4,10.8,25.4,3.1,2509,7486
0.49,0.54,0.79,46641.0,3.6,13.6,12.2,22.4,3.5,3151,9952
0.47,0.61,0.83,66102.0,7.2,10.5,11.0,29.2,2.8,1881,5451
0.34,0.46,0.8,41128.0,4.4,11.1,12.3,23.6,2.9,286,2192
0.54,0.65,0.89,43657.0,-2.0,9.9,16.2,18.2,3.2,338,1143
0.3,0.4,0.78,48891.0,-15.0,6.3,6.3,26.6,2.7,77,602
0.53,0.73,0.88,57857.0,1.7,11.1,7.7,16.6,2.6,417,2173
0.39,0.62,0.86,48668.0,-4.1,10.6,15.9,19.8,2.4,490,1993
0.17,0.43,0.83,49449.0,36.6,9.8,4.2,24.0,3.1,30,344
0.59,0.7,0.87,43737.0,-1.8,23.6,12.1,16.7,4.8,911,1013
0.45,0.61,0.88,43405.0,8.6,11.0,12.0,22.8,2.8,337,1770
0.61,0.69,0.85,70727.0,13.5,10.8,9.0,30.3,3.2,2606,7374
0.4,0.6,0.89,52764.0,-2.0,11.6,7.4,34.5,2.7,828,2675
0.46,0.58,0.87,41616.0,0.0,9.2,15.6,22.6,3.1,306,1320
0.37,0.55,0.88,46838.0,25.3,12.6,3.8,17.3,2.1,62,377
0.51,0.64,0.81,53960.0,-3.8,11.9,12.3,28.1,2.7,1181,4686
0.29,0.34,0.66,50292.0,-3.4,12.8,12.0,17.5,5.4,2210,7828
0.44,0.44,0.66,54455.0,14.5,12.9,7.4,23.9,5.9,401068,319571
0.3,0.39,0.74,61988.0,11.3,6.5,8.8,28.9,5.6,8453,17406
0.41,0.42,0.76,70242.0,-1.6,14.9,6.0,18.2,4.5,3400,13542
0.06,0.2,0.59,48693.0,-7.2,10.9,9.7,16.5,4.6,65,329
0.16,0.29,0.73,67590.0,-46.9,8.6,9.1,11.7,4.6,74,723
0.35,0.43,0.77,68999.0,-20.9,14.5,7.5,16.3,5.3,1386,4521
0.3,0.31,0.78,71814.0,-39.6,15.9,8.6,11.6,6.2,403,1828
0.29,0.52,0.78,49874.0,5.8,8.6,10.9,17.7,5.2,285,1671
0.3,0.34,0.74,51344.0,15.0,11.0,11.9,14.0,7.4,6146,16005
0.29,0.39,0.75,41892.0,-1.6,10.0,18.0,14.4,6.5,637,1179
0.25,0.25,0.63,48001.0,15.5,8.4,17.0,11.5,7.3,5095,13320
0.32,0.51,0.79,56984.0,-7.3,8.0,6.7,14.8,5.8,430,1403
0.19,0.48,0.73,60066.0,30.5,4.8,6.6,28.7,6.3,752,1616
0.46,0.46,0.77,58253.0,12.9,12.2,8.6,30.5,5.0,97032,94529
0.32,0.33,0.79,54832.0,-13.5,10.6,11.3,14.9,4.6,707,2723
0.38,0.41,0.78,52253.0,6.7,11.4,16.7,22.3,6.1,9610,13125
0.59,0.71,0.82,57779.0,8.7,8.5,11.4,32.4,2.8,13517,19315
0.49,0.64,0.81,56836.0,6.0,7.1,10.9,33.6,3.0,12987,14635
0.49,0.67,0.83,57286.0,-3.2,8.8,9.6,32.6,2.7,22064,16876
0.45,0.63,0.82,45127.0,-6.2,7.8,14.9,18.1,3.8,6558,7951
0.36,0.48,0.75,60335.0,7.3,8.1,9.1,40.5,2.4,28508,19010
0.61,0.71,0.82,75997.0,3.4,10.3,8.0,37.3,3.0,99348,99873
0.55,0.68,0.81,69320.0,3.3,9.2,9.2,35.6,2.6,40056,37631
0.63,0.71,0.82,82016.0,5.2,8.8,7.8,40.7,3.0,79994,90447
0.53,0.67,0.83,69467.0,8.5,9.5,8.7,35.6,2.5,34884,29064
0.58,0.7,0.82,58021.0,-0.1,9.2,10.6,26.8,2.3,10210,10796
0.64,0.75,0.86,55672.0,-10.7,10.8,10.0,27.4,7.4,54472,47882
0.67,0.73,0.84,93205.0,-0.6,10.2,7.5,48.3,4.2,209251,163220
0.61,0.71,0.83,80081.0,-2.8,9.9,8.9,37.5,4.5,108361,79539
0.71,0.79,0.87,65838.0,-4.5,12.1,9.0,31.8,5.5,142375,71020
0.55,0.71,0.85,59181.0,-1.0,9.2,13.4,31.5,9.8,18626,28237
0.73,0.78,0.88,48867.0,-12.7,12.5,9.5,14.7,7.5,27045,24213
0.69,0.74,0.84,54879.0,-3.2,13.2,7.3,34.8,6.0,231031,62059
0.71,0.79,0.88,79332.0,-1.7,9.8,8.7,31.9,5.1,66355,66949
0.65,0.71,0.81,63157.0,-3.9,15.7,5.5,40.9,4.7,149980,45615
0.57,0.68,0.82,113336.0,-6.3,7.4,6.9,52.0,3.8,28797,38565
0.64,0.72,0.84,76988.0,-4.4,11.2,7.7,42.0,4.4,93721,42604
0.69,0.75,0.84,82183.0,-4.5,11.4,6.9,42.7,4.4,164887,108981
0.67,0.75,0.84,89968.0,-2.7,9.4,8.4,44.9,4.5,135825,165305
0.64,0.71,0.83,107019.0,-2.9,9.5,7.4,53.6,3.9,114437,125376
0.6,0.75,0.85,62276.0,4.3,14.6,12.2,29.2,5.2,81845,170103
0.72,0.78,0.87,61517.0,-8.1,13.8,7.1,28.1,6.2,112608,71488
0.74,0.78,0.88,56071.0,-6.9,10.4,11.8,20.9,6.4,11766,16256
0.64,0.7,0.83,104668.0,-1.9,10.1,7.2,54.5,4.1,83839,64640
0.63,0.73,0.84,87549.0,-7.6,8.2,8.1,34.9,4.7,24132,46486
0.68,0.75,0.84,71801.0,-0.1,12.3,6.9,35.1,5.2,145412,67582
0.62,0.74,0.85,74834.0,-5.1,8.1,9.3,31.8,4.6,16991,29393
0.49,0.54,0.7,50599.0,-0.9,11.4,8.3,33.9,5.8,141960,93874
0.1,0.19,0.62,34868.0,17.1,5.4,11.1,22.2,8.1,426,1453
0.46,0.54,0.8,40573.0,-6.8,13.9,9.9,17.8,6.7,5530,12869
0.36,0.6,0.81,36651.0,-1.9,12.5,10.7,13.4,8.1,3721,3179
0.29,0.37,0.75,38426.0,-10.3,9.7,13.1,20.5,6.0,2118,2569
0.4,0.42,0.68,43450.0,-9.0,17.5,8.4,19.8,5.0,2776,7560
0.21,0.42,0.82,32820.0,-10.8,8.6,18.9,9.8,4.7,192,617
0.39,0.54,0.72,38287.0,-3.3,13.3,7.2,27.5,7.1,37543,25095
0.46,0.54,0.8,57287.0,-6.0,15.1,10.1,15.9,6.4,5008,13124
0.4,0.51,0.75,39750.0,-8.7,10.6,13.1,27.3,6.4,6226,5251
0.35,0.45,0.82,31547.0,0.9,10.3,7.1,11.6,6.4,962,591
0.13,0.35,0.82,37027.0,-39.8,8.5,12.8,24.3,6.9,156,311
0.24,0.39,0.73,33605.0,-26.9,13.7,12.1,14.2,5.5,780,906
0.46,0.53,0.81,52213.0,-26.2,16.0,7.4,13.0,9.1,3877,12306
0.27,0.37,0.71,41214.0,2.4,9.2,9.9,29.3,5.9,2329,5889
0.32,0.44,0.59,114670.0,20.5,9.4,7.2,66.5,4.2,5443,3329
0.38,0.52,0.73,28227.0,-3.9,16.7,12.8,12.2,14.4,3195,3478
0.35,0.57,0.81,31505.0,-10.6,13.7,8.0,11.6,9.3,13162,4893
0.4,0.46,0.81,34602.0,-14.4,10.3,12.0,11.2,8.6,1533,662
0.3,0.46,0.62,41995.0,9.2,14.4,9.8,19.0,6.0,6033,11756
0.4,0.5,0.8,28996.0,-3.1,10.0,13.3,15.8,6.7,1016,2208
0.38,0.55,0.83,37174.0,-5.2,12.8,10.9,18.5,7.4,9534,3583
0.37,0.46,0.76,37122.0,-6.6,14.4,7.6,25.1,5.7,1445,3865
0.46,0.54,0.69,58621.0,11.2,10.3,7.6,30.0,6.5,27405,25748
0.42,0.48,0.77,50847.0,-8.3,13.9,7.9,15.2,8.7,12826,27879
0.38,0.46,0.8,31734.0,-5.0,9.8,11.0,22.7,7.6,7249,2302
0.34,0.56,0.67,57469.0,4.2,8.6,8.2,40.9,5.2,49956,14198
0.26,0.38,0.62,30467.0,4.2,9.7,24.9,20.5,8.4,1600,2998
0.29,0.52,0.75,33239.0,-12.1,12.0,10.5,21.2,7.3,3275,2592
0.33,0.42,0.68,34075.0,5.4,8.6,9.5,28.0,8.4,10550,2706
0.18,0.55,0.72,36347.0,-5.8,10.8,10.9,15.6,9.0,1770,3695
0.28,0.38,0.79,37787.0,-1.0,8.9,10.6,12.7,4.0,318,1214
0.58,0.64,0.78,43819.0,-2.5,10.8,8.9,17.1,7.1,10810,13175
0.52,0.6,0.84,61634.0,-0.9,10.3,8.9,41.3,4.1,74775,44227
0.46,0.63,0.87,45226.0,-6.5,10.6,10.1,20.2,6.3,4473,11712
0.72,0.76,0.86,37355.0,-5.0,14.6,6.6,19.8,7.1,318403,34424
0.5,0.56,0.85,49927.0,-7.5,10.2,10.2,28.3,5.4,35212,38077
0.61,0.69,0.86,46224.0,-3.5,11.2,10.8,19.1,6.0,8717,18668
0.64,0.71,0.85,53437.0,-7.3,9.6,10.5,22.3,5.1,12202,16194
0.63,0.66,0.86,42664.0,-9.7,10.7,10.9,21.7,5.8,17281,29418
0.59,0.64,0.84,50722.0,-12.4,11.2,10.9,23.9,5.7,12394,19025
0.61,0.69,0.84,45193.0,-8.2,10.5,11.7,18.3,5.1,5943,11024
0.57,0.6,0.85,53392.0,-3.3,9.4,8.6,22.9,5.4,13446,13181
0.58,0.65,0.82,57579.0,-6.8,8.5,11.1,31.3,3.7,13123,12756
0.48,0.54,0.87,51810.0,-8.3,10.1,9.7,26.9,5.7,7976,9207
0.51,0.63,0.86,45381.0,-7.0,7.7,11.7,21.9,5.5,5825,11012
0.5,0.68,0.82,73680.0,-4.2,8.8,8.2,35.2,4.2,56874,58163
0.66,0.71,0.87,54175.0,-2.5,11.0,10.7,33.7,4.9,192065,173817
0.54,0.63,0.82,50506.0,-4.0,8.0,11.4,27.6,5.3,6760,7275
0.62,0.65,0.85,49062.0,10.5,9.6,9.6,19.4,5.7,6517,7636
0.67,0.73,0.86,45982.0,-1.8,9.6,11.4,17.8,5.7,5805,12759
0.69,0.73,0.86,54211.0,-7.1,9.9,10.4,21.5,4.6,6946,15986
0.58,0.66,0.83,49860.0,0.6,7.9,10.7,22.1,5.0,6370,11546
0.35,0.56,0.8,52134.0,-25.5,5.8,11.2,19.3,6.5,752,1795
0.6,0.72,0.86,49633.0,-2.2,10.0,11.1,21.0,5.5,7289,15664
0.38,0.45,0.64,46206.0,-39.6,17.5,7.5,22.3,6.2,12289,19947
0.63,0.68,0.79,54793.0,-9.6,15.9,6.1,36.5,5.3,595086,133653
0.62,0.71,0.85,48314.0,-9.9,12.2,8.9,16.3,6.7,2828,6916
0.38,0.65,0.88,54256.0,-5.3,8.2,8.8,25.4,4.9,10478,19211
0.52,0.59,0.83,57703.0,-5.5,9.0,8.9,27.0,5.3,10548,14901
0.59,0.67,0.84,54684.0,-4.6,10.9,8.8,37.7,4.7,174063,128871
0.66,0.71,0.85,42193.0,-8.0,12.5,12.0,17.5,5.7,5961,10579
0.7,0.73,0.84,105486.0,-1.7,10.6,8.0,45.2,3.9,307326,275479
0.51,0.57,0.72,77214.0,-4.9,10.7,6.1,60.8,4.6,515481,58935
0.69,0.74,0.86,50328.0,-3.0,10.2,11.1,23.8,5.8,32888,49223
0.61,0.67,0.84,52404.0,-3.6,10.9,11.1,24.7,4.8,30749,48490
0.56,0.61,0.83,56853.0,-6.7,11.4,9.4,35.5,4.5,102915,78277
0.58,0.65,0.84,58320.0,0.3,9.3,9.7,34.5,4.3,20233,24343
0.57,0.69,0.81,71963.0,-0.8,13.0,7.1,29.8,4.3,63037,72129
0.64,0.74,0.86,50750.0,-7.3,10.4,9.5,15.9,5.7,4327,11582
0.62,0.68,0.85,52621.0,-9.3,10.7,8.5,18.6,6.5,15614,25870
0.38,0.54,0.85,50034.0,-5.7,8.5,9.1,30.9,4.9,9285,12284
0.6,0.71,0.83,96267.0,-5.1,8.3,7.3,39.9,4.0,17363,25241
0.67,0.73,0.82,61844.0,-6.5,13.2,6.1,31.5,4.5,473389,138550
0.59,0.64,0.84,63174.0,-2.0,10.4,9.2,30.1,4.3,30039,31933
0.73,0.79,0.86,75524.0,-0.1,11.4,7.7,33.0,5.2,67561,95612
0.65,0.72,0.83,84358.0,-7.6,16.1,6.7,40.6,4.2,63454,57148
0.5,0.57,0.85,50897.0,-10.2,10.4,8.6,23.6,6.6,14659,18450
0.54,0.58,0.81,75904.0,2.7,9.7,8.0,41.4,3.8,46546,51088
0.58,0.63,0.84,57923.0,-3.7,11.3,9.2,31.4,4.3,30870,27268
0.55,0.63,0.85,50244.0,-1.8,7.6,9.0,22.3,5.4,3777,8173
0.61,0.69,0.84,48109.0,-2.3,9.7,10.8,22.3,6.0,2761,5179
0.58,0.69,0.85,48998.0,-2.5,10.4,10.3,20.9,4.8,5175,6719
0.6,0.71,0.85,50190.0,-7.4,10.8,9.9,23.1,5.8,11215,25091
0.55,0.71,0.83,92310.0,-6.4,10.6,7.9,35.6,4.4,276953,328403
0.5,0.69,0.82,49016.0,0.5,11.1,10.0,23.2,4.8,10983,14626
0.61,0.68,0.85,55643.0,-11.1,9.6,9.6,25.5,5.1,6852,12528
0.36,0.4,0.77,55778.0,-2.1,7.8,6.6,52.7,4.2,25555,9647
0.53,0.7,0.83,61421.0,-2.3,8.6,9.7,32.2,4.4,40010,32962
0.55,0.66,0.83,55769.0,2.1,8.6,10.4,30.0,5.3,11366,14284
0.64,0.72,0.85,51052.0,-7.2,9.1,9.3,20.4,4.7,8238,12770
0.65,0.74,0.85,58521.0,-6.6,10.4,9.7,22.3,5.0,12378,21935
0.65,0.7,0.82,89380.0,-2.5,10.9,7.0,48.2,4.3,245670,121643
0.63,0.76,0.87,56089.0,-13.0,9.4,9.2,16.5,5.3,3585,11884
0.53,0.71,0.86,48820.0,-4.7,12.7,10.3,24.4,4.4,3219,5180
0.61,0.67,0.87,46060.0,19.8,11.5,10.6,24.0,4.7,29268,38235
0.7,0.79,0.92,46385.0,6.3,9.3,10.6,14.7,4.3,3750,13826
0.66,0.77,0.91,35965.0,10.3,9.3,13.4,16.7,5.5,1300,3789
0.74,0.84,0.94,35809.0,-13.1,9.7,14.0,9.6,5.8,5785,4480
0.67,0.76,0.91,39709.0,4.4,8.0,13.3,19.0,4.8,3476,9353
0.69,0.76,0.91,38098.0,2.5,8.5,12.8,20.6,5.0,1670,6226
0.63,0.69,0.9,41431.0,2.5,9.7,12.5,19.4,5.7,8699,14478
0.61,0.74,0.93,33809.0,-34.3,9.1,12.2,13.4,6.6,5837,3476
0.65,0.74,0.91,33621.0,-10.5,10.1,12.5,15.1,6.9,7021,8511
0.46,0.51,0.81,51457.0,35.5,8.1,11.0,28.6,6.4,23117,42440
0.47,0.56,0.8,50538.0,11.9,10.3,10.4,39.2,3.9,74937,55339
0.68,0.75,0.9,41383.0,3.1,10.1,11.8,16.6,4.9,10930,25741
0.57,0.63,0.84,63059.0,21.6,12.4,7.7,31.2,4.6,35048,53224
0.7,0.78,0.92,39166.0,4.8,9.9,11.5,15.3,5.2,8403,26499
0.48,0.54,0.8,65415.0,11.1,8.7,8.4,17.9,5.2,1266,3527
0.39,0.51,0.8,51557.0,4.7,8.4,11.5,28.4,5.2,9806,26228
0.69,0.77,0.93,40570.0,0.7,8.6,11.8,15.5,5.4,4549,5758
0.65,0.71,0.89,49475.0,5.3,11.0,10.5,21.9,4.7,21050,48062
0.58,0.67,0.86,63303.0,19.9,9.5,9.2,41.3,4.2,20953,17012
0.56,0.67,0.87,37237.0,30.0,8.7,12.9,19.2,5.7,2809,10711
0.55,0.67,0.91,41151.0,0.3,9.9,13.6,19.8,6.4,2965,3983
0.54,0.65,0.86,37581.0,16.7,8.4,13.6,22.8,5.5,1352,4395
0.72,0.78,0.92,38654.0,3.2,11.0,12.8,17.4,5.5,14896,28394
0.66,0.72,0.92,35290.0,-5.0,10.6,12.3,13.1,6.4,8991,14177
0.44,0.51,0.76,49524.0,-4.5,14.0,10.9,25.7,5.2,17481,27556
0.38,0.49,0.76,45286.0,-2.5,16.3,7.7,25.0,6.4,70523,50593
0.45,0.56,0.82,57570.0,19.9,10.3,8.9,23.1,5.1,2879,9070
0.34,0.48,0.82,56371.0,9.6,9.4,9.7,33.0,6.8,7079,11283
0.67,0.76,0.91,46263.0,5.0,10.7,10.6,18.5,4.8,17328,52870
0.67,0.71,0.89,54189.0,9.1,9.6,12.1,22.9,4.5,5228,15502
0.58,0.73,0.89,38771.0,3.7,12.4,9.8,11.1,5.3,8196,12151
0.42,0.51,0.81,54255.0,15.0,14.1,6.3,47.5,4.5,118783,27879
0.67,0.78,0.93,34612.0,-7.8,11.3,12.2,12.7,8.7,16152,8219
0.54,0.65,0.87,48987.0,7.3,12.0,8.9,33.8,4.9,92488,74793
0.59,0.67,0.88,49484.0,12.7,11.0,8.7,21.3,5.2,12811,16320
0.68,0.73,0.89,48874.0,16.2,11.8,10.6,20.6,5.3,30982,61467
0.57,0.65,0.87,45755.0,4.2,9.4,10.5,14.4,5.1,2371,2851
0.67,0.74,0.92,35763.0,-3.8,9.3,11.5,13.5,8.8,761,3260
0.66,0.74,0.92,50414.0,7.9,9.9,8.9,22.3,4.3,12827,13500
0.67,0.78,0.92,39738.0,5.2,9.8,8.9,10.5,5.3,3570,4358
0.5,0.63,0.88,47754.0,11.0,11.9,8.2,35.3,5.2,147949,97461
0.64,0.77,0.93,33044.0,-5.7,10.9,12.2,14.4,7.9,15642,8954
0.51,0.61,0.82,51106.0,13.6,14.2,7.6,20.7,5.8,16452,27278
0.61,0.67,0.87,45290.0,15.0,10.1,12.6,25.0,4.5,10414,18844
0.54,0.61,0.83,53638.0,18.6,9.6,12.3,31.8,4.3,19664,35535
0.5,0.65,0.92,35424.0,-5.7,9.5,10.5,14.6,6.6,6886,3081
0.46,0.56,0.78,46004.0,-7.2,17.9,6.1,18.4,6.6,9608,7676
0.43,0.56,0.87,37881.0,7.9,8.1,13.6,9.4,9.5,956,1275
0.57,0.63,0.84,56325.0,15.4,11.3,8.8,27.5,4.8,24441,54164
0.42,0.49,0.88,44004.0,30.6,9.4,9.4,30.5,5.4,7564,9706
0.6,0.68,0.87,55174.0,25.9,12.2,7.7,21.8,4.7,28153,54082
0.58,0.67,0.87,38873.0,-16.2,8.9,11.7,13.1,5.3,2041,2941
0.6,0.67,0.85,46723.0,1.8,12.9,9.7,20.9,5.9,10380,13625
0.64,0.74,0.91,39341.0,-10.9,11.1,12.9,14.5,5.9,11752,13354
0.67,0.72,0.89,50714.0,7.7,9.9,10.4,21.4,4.7,9836,28653
0.7,0.77,0.91,41443.0,-1.2,10.4,11.2,16.9,4.8,4645,14517
0.55,0.62,0.85,41140.0,8.3,10.2,13.7,24.2,5.4,4841,12035
0.59,0.66,0.87,40765.0,12.0,10.1,11.6,27.6,4.9,3899,6735
0.65,0.76,0.92,35561.0,-4.5,10.7,12.2,16.8,6.8,5814,5874
0.44,0.52,0.79,63197.0,13.9,14.2,5.8,44.8,4.7,292258,154303
0.7,0.77,0.91,42530.0,1.7,9.7,16.2,18.8,6.1,1585,6225
0.63,0.78,0.92,40371.0,-4.8,11.2,11.2,14.7,5.2,4108,7070
0.46,0.6,0.81,54545.0,14.2,11.5,11.2,36.9,5.0,16148,30273
0.66,0.72,0.91,47403.0,2.2,11.0,11.4,20.9,6.6,23024,23142
0.39,0.44,0.81,51373.0,22.6,10.3,8.9,39.3,4.7,50219,54665
0.54,0.72,0.91,35711.0,-14.3,9.2,14.4,12.8,7.3,6113,3556
0.25,0.32,0.62,47163.0,-19.8,21.2,5.8,21.4,5.5,17156,36342
